project,github_repo,github_url,local_commit_count,path
radona,radonaussy,https://github.com/mojomast/radonaussy,1,/home/mojo/builds/radona
recaptura,recapturaussy,https://github.com/mojomast/recapturaussy,1,/home/mojo/builds/recaptura
resona,resonaussy,https://github.com/mojomast/resonaussy,1,/home/mojo/builds/resona
retoura,retouraussy,https://github.com/mojomast/retouraussy,1,/home/mojo/builds/retoura
reverba,reverbaussy,https://github.com/mojomast/reverbaussy,1,/home/mojo/builds/reverba
rheo,rheoussy,https://github.com/mojomast/rheoussy,1,/home/mojo/builds/rheo
riptida,riptidaussy,https://github.com/mojomast/riptidaussy,1,/home/mojo/builds/riptida
rituala,ritualaussy,https://github.com/mojomast/ritualaussy,1,/home/mojo/builds/rituala
rosetta,rosettussy,https://github.com/mojomast/rosettussy,1,/home/mojo/builds/rosetta
rotation,rotationussy,https://github.com/mojomast/rotationussy,1,/home/mojo/builds/rotation
rulaia,rulaiaussy,https://github.com/mojomast/rulaiaussy,1,/home/mojo/builds/rulaia
saccada,saccadaussy,https://github.com/mojomast/saccadaussy,1,/home/mojo/builds/saccada
saponin,saponinussy,https://github.com/mojomast/saponinussy,1,/home/mojo/builds/saponin
satia,satiaussy,https://github.com/mojomast/satiaussy,1,/home/mojo/builds/satia
scaffold,scaffoldussy,https://github.com/mojomast/scaffoldussy,1,/home/mojo/builds/scaffold
scalaria,scalariaussy,https://github.com/mojomast/scalariaussy,1,/home/mojo/builds/scalaria
